Competência,Subclasse,Admitidos,Desligados,Saldo
02/2021,Com. Var. de Comb. para Veíc. Autom.,3,0,3
02/2021,Serv. de Lanternagem ou Funilaria e Pintura de Veíc. Autom.,2,0,2
02/2021,Com. Var. de Art. Esportivos,0,5,-5
02/2021,Com. Var. de Outros Art. Usados,2,2,0
02/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,1,0,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
02/2021,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,1,0,1
02/2021,Padaria e Confeitaria com Pred. de Revenda,4,0,4
02/2021,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",6,3,3
02/2021,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",1,0,1
02/2021,Com. Var. de Merc. em Lojas de Conveniência,0,1,-1
02/2021,Com. Var. de Calçados,0,1,-1
02/2021,Com. Var. de Art. Esportivos,0,1,-1
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
02/2021,Com. Var. de Art. de óptica,0,1,-1
02/2021,"Lojas de Variedades, Exceto Lojas de Dep. ou Magazines",0,1,-1
02/2021,Com. Var. de Art. de óptica,0,1,-1
02/2021,Com. Var. de Art. de óptica,1,1,0
02/2021,Padaria e Confeitaria com Pred. de Revenda,2,0,2
02/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",1,0,1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
02/2021,Com. Var. de Comb. para Veíc. Autom.,2,0,2
02/2021,Com. Var. de Art. do Vestuário e Acessórios,2,2,0
02/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,1,2,-1
02/2021,Com. Var. de Mat. de Const. em Geral,1,0,1
02/2021,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",1,0,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,2,-2
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
02/2021,Com. Var. de Bebidas,0,1,-1
02/2021,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,0,2,-2
02/2021,Com. Var. de Mat. Hidráulicos,1,0,1
02/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
02/2021,"Com. Var. de Doces, Balas, Bombons e Semelhantes",0,1,-1
02/2021,Com. Var. de Móveis,1,1,0
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
02/2021,Com. Var. de Bebidas,0,1,-1
02/2021,Com. Var. de Ferragens e Ferramentas,2,0,2
02/2021,"Com. Var. de Suvenires, Bijuterias e Artesanatos",1,0,1
02/2021,"Com. Var. de Doces, Balas, Bombons e Semelhantes",1,0,1
02/2021,"Com. Var. de Doces, Balas, Bombons e Semelhantes",0,1,-1
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
02/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,1,0
02/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
02/2021,Com. Var. de Merc. em Lojas de Conveniência,1,1,0
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,3,1,2
02/2021,Com. Var. de Art. do Vestuário e Acessórios,1,1,0
02/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,2,0,2
02/2021,Com. Atac. de Embalagens,5,2,3
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,2,-2
02/2021,"Com. Var. de Suvenires, Bijuterias e Artesanatos",1,0,1
02/2021,Com. Var. de Bebidas,1,0,1
02/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,2,0,2
02/2021,Com. Var. de Livros,1,2,-1
02/2021,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,1,0,1
02/2021,Lojas de Dep. ou Magazines (Desativado),2,2,0
02/2021,Com. Var. de Livros,2,1,1
02/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,0,1,-1
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
02/2021,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
02/2021,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",2,0,2
02/2021,Com. Atac. de Bebidas não Especificadas Ant.,6,2,4
02/2021,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",1,2,-1
02/2021,"Com. Atac. de Chocolates, Confeitos, Balas, Bombons e Semelhantes",2,0,2
02/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,0,1
02/2021,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",8,1,7
02/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,3,1,2
02/2021,Com. Atac. de Art. de Escritório e de Papelaria,0,1,-1
02/2021,Com. Var. de Art. de óptica,0,1,-1
02/2021,"Com. Var. de Doces, Balas, Bombons e Semelhantes",0,1,-1
02/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,2,1,1
02/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,1,-1
02/2021,"Com. Var. de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal",0,1,-1
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
02/2021,Padaria e Confeitaria com Pred. de Revenda,1,0,1
02/2021,Com. Var. de Comb. para Veíc. Autom.,1,1,0
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,2,-1
02/2021,Comercio Var. de Art. de Armarinho,0,1,-1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,4,7,-3
02/2021,Com. Var. de Art. do Vestuário e Acessórios,3,6,-3
02/2021,Com. Var. de Calçados,1,0,1
02/2021,Com. Var. de Calçados,0,2,-2
02/2021,Com. Var. de Calçados,0,12,-12
02/2021,Com. Var. de Calçados,0,2,-2
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Hipermercados",4,7,-3
02/2021,Com. Var. de Comb. para Veíc. Autom.,1,2,-1
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,2,-1
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
02/2021,Com. Atac. de Ferragens e Ferramentas,0,1,-1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,0,29,-29
02/2021,Com. Atac. de Cosméticos e Produtos de Perfumaria,0,1,-1
02/2021,Com. Var. de Art. de Papelaria,0,1,-1
02/2021,Com. Var. de Madeira e Artefatos,1,3,-2
02/2021,Com. Atac. de Produtos Alim. em Geral,5,3,2
02/2021,Tabacaria,1,0,1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,5,-4
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,1,-1
02/2021,Com. Var. de Equip. para Escritório,1,0,1
02/2021,Com. Var. de Plantas e Flores Naturais,3,0,3
02/2021,"Com. Atac. de Chocolates, Confeitos, Balas, Bombons e Semelhantes",2,0,2
02/2021,"Lojas de Dep. ou Magazines, Exceto Lojas Francas (Duty Free)",1,3,-2
02/2021,"Lojas de Dep. ou Magazines, Exceto Lojas Francas (Duty Free)",1,2,-1
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
02/2021,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
02/2021,Com. Var. de Lubrificantes,0,1,-1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,0,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
02/2021,Com. Var. de Gás LiqüEfeito de Petróleo (Glp),0,1,-1
02/2021,Com. Var. de Comb. para Veíc. Autom.,1,1,0
02/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,2,2,0
02/2021,Com. Var. de Tintas e Mat. para Pintura,0,3,-3
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,2,0,2
02/2021,Com. Var. de Comb. para Veíc. Autom.,0,2,-2
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,1,0
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
02/2021,Com. Var. de Mat. de Const. em Geral,0,1,-1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
02/2021,Com. Var. de Comb. para Veíc. Autom.,1,1,0
02/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",5,3,2
02/2021,Padaria e Confeitaria com Pred. de Revenda,1,3,-2
02/2021,Com. Atac. Especial. em Outros Produtos Intermediários não Especif. Ant.,1,0,1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
02/2021,Com. a Var. de Pneumáticos e Câmaras-De-Ar,0,1,-1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
02/2021,Com. Var. de Comb. para Veíc. Autom.,2,1,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,2,-2
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,2,-1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",9,6,3
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",4,4,0
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",6,3,3
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,9,-6
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",0,3,-3
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",13,11,2
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",4,3,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",7,9,-2
02/2021,Com. Atac. de Produtos Alim. em Geral,1,0,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,3,-2
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,1,0
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",4,3,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",4,2,2
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",5,7,-2
02/2021,Padaria e Confeitaria com Pred. de Revenda,1,0,1
02/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",3,4,-1
02/2021,Padaria e Confeitaria com Pred. de Revenda,0,1,-1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
02/2021,Com. Var. de Mat. de Const. em Geral,1,0,1
02/2021,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",6,7,-1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,6,-4
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",3,5,-2
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",1,3,-2
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",4,1,3
02/2021,"Com. Atac. de Frutas, Verduras, Raízes, Tubérculos, Hortaliças e Legumes Frescos",4,3,1
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,1,0
02/2021,Com. a Var. de Motocicletas e Motonetas Novas,1,0,1
02/2021,Com. Var. de Mat. de Const. em Geral,3,1,2
02/2021,Com. Atac. de Art. de Escritório e de Papelaria,2,1,1
02/2021,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",7,6,1
02/2021,Com. Atac. de Produtos Alim. em Geral,4,0,4
02/2021,Com. Var. de Mat. de Const. em Geral,1,0,1
02/2021,Com. Var. de Calçados,0,1,-1
02/2021,Com. Var. de Calçados,1,5,-4
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,2,0,2
02/2021,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",7,4,3
02/2021,Comercio Var. de Art. de Armarinho,1,0,1
02/2021,Com. Var. de Ferragens e Ferramentas,0,1,-1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,2,-1
02/2021,Com. por Atacado de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
02/2021,Padaria e Confeitaria com Pred. de Revenda,4,3,1
02/2021,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,4,2,2
02/2021,"Com. Atac. de Outras Máquinas e Equip. não Especif. Ant., Partes e Peças",4,2,2
02/2021,Com. a Var. de Peças e Acessórios Usados para Veíc. Autom.,0,1,-1
02/2021,Serv. de Borracharia para Veíc. Autom.,0,2,-2
02/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
02/2021,Com. Var. de Lubrificantes,0,1,-1
02/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
02/2021,Com. Var. de Madeira e Artefatos,2,0,2
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",2,1,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,1,0
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
02/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Novos",4,5,-1
02/2021,Com. Var. de Equip. para Escritório,0,1,-1
02/2021,Padaria e Confeitaria com Pred. de Revenda,1,0,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",0,1,-1
02/2021,Com. Atac. de Outros Equip. e Art. de Uso Pessoal e Doméstico não Especif. Ant.,0,2,-2
02/2021,"Com. Atac. de Máquinas, Aparelhos e Equip. para Uso Agropecuário, Partes e Peças",3,0,3
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
02/2021,Padaria e Confeitaria com Pred. de Revenda,0,2,-2
02/2021,"Com. Atac. de Bicicletas, Triciclos e Outros Veíc. Recreativos",1,1,0
02/2021,Com. Var. de Art. de Papelaria,1,0,1
02/2021,Com. Var. Especial. de Eletrod. e Equip. de áudio e Vídeo,0,1,-1
02/2021,"Com. a Var. de Automóveis, Camionetas e Utilitários Usados",0,1,-1
02/2021,Com. a Var. de Peças e Acessórios para Motocicletas e Motonetas (Desativado),1,0,1
02/2021,Com. Var. de Art. Esportivos,1,1,0
02/2021,Com. Var. de Art. do Vestuário e Acessórios,2,0,2
02/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
02/2021,Com. Var. de Art. de Papelaria,2,1,1
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
02/2021,"Com. Atac. de Cerveja, Chope e Refrigerante",7,9,-2
02/2021,Com. Var. de Mat. de Const. em Geral,1,0,1
02/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
02/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
02/2021,Padaria e Confeitaria com Pred. de Revenda,2,1,1
02/2021,Com. Var. Especial. de Equip. e Suprimentos de Informática,1,0,1
02/2021,Comercio Var. de Art. de Armarinho,1,0,1
02/2021,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,0,1,-1
02/2021,Com. Atac. de Ferragens e Ferramentas,0,1,-1
02/2021,Com. Var. de Madeira e Artefatos,0,1,-1
02/2021,Com. por Atacado de Peças e Acessórios Novos para Veíc. Autom.,1,1,0
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,3,-2
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
02/2021,Com. por Atacado de Caminhões Novos e Usados,2,0,2
02/2021,"Lojas de Dep. ou Magazines, Exceto Lojas Francas (Duty Free)",2,1,1
02/2021,Com. Atac. de Cosméticos e Produtos de Perfumaria,1,1,0
02/2021,"Com. Atac. de Cerveja, Chope e Refrigerante",2,9,-7
02/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,0,1,-1
02/2021,Com. Atac. de Art. de Escritório e de Papelaria,4,2,2
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",6,11,-5
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",3,1,2
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",2,0,2
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,0,1
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",2,0,2
02/2021,Com. Var. de Vidros,2,0,2
02/2021,Com. Var. de Art. de Viagem,2,1,1
02/2021,"Com. Atac. de Chocolates, Confeitos, Balas, Bombons e Semelhantes",3,0,3
02/2021,Com. Var. de Outros Art. de Uso Doméstico não Especif. Ant.,1,0,1
02/2021,Com. Var. de Plantas e Flores Naturais,5,11,-6
02/2021,Com. por Atacado de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
02/2021,"Comercio Var. de Art. de Cama, Mesa e Banho",1,1,0
02/2021,"Com. Atac. de Produtos de Higiene, Limpeza e Conservação Domiciliar",0,1,-1
02/2021,Com. Var. de Comb. para Veíc. Autom.,1,1,0
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,2,0,2
02/2021,Com. Var. de Calçados,0,2,-2
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",27,42,-15
02/2021,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",2,1,1
02/2021,Com. Atac. de Resinas e Elastômeros,3,1,2
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,2,0,2
02/2021,Com. Var. de Comb. para Veíc. Autom.,0,1,-1
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,2,-2
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,1,0,1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Superm.",2,2,0
02/2021,Com. Var. de Produtos Alim. em Geral ou Especial. em Produtos Alim. não Especif. Ant.,1,1,0
02/2021,Serv. de Manutenção e Reparação Mecânica de Veíc. Autom.,0,1,-1
02/2021,Com. Atac. Especial. em Outros Produtos Alim. não Especif. Ant.,0,1,-1
02/2021,Com. Var. de Tintas e Mat. para Pintura,1,0,1
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,0,1
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,2,0,2
02/2021,Com. Atac. de Matérias-Primas Agrícolas não Especificadas Ant.,2,0,2
02/2021,Com. Var. de Brinquedos e Art. Recreativos,0,2,-2
02/2021,Com. Var. de AntigüIdades,0,1,-1
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,2,0,2
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",0,1,-1
02/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
02/2021,Com. Var. de Animais Vivos e de Art. e Alimentos para Animais de Estimação,0,1,-1
02/2021,"Com. Var. de Merc. em Geral, com Pred. de Produtos Alim. - Minimercados, Mercearias e Armazéns",1,0,1
02/2021,Com. Var. de Carnes - Açougues,1,0,1
02/2021,Padaria e Confeitaria com Pred. de Revenda,1,1,0
02/2021,"Com. Var. de Produtos Farmac., com Manip. de Fórmulas",9,3,6
02/2021,Com. a Var. de Peças e Acessórios Novos para Veíc. Autom.,0,1,-1
02/2021,"Com. Var. de Produtos Farmac., sem Manip. de Fórmulas",1,1,0
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,2,0,2
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,0,1,-1
02/2021,Com. Var. de Tintas e Mat. para Pintura,3,1,2
02/2021,Com. Var. de Tintas e Mat. para Pintura,1,0,1
02/2021,Com. Var. de Tintas e Mat. para Pintura,1,1,0
02/2021,Com. Var. de Tintas e Mat. para Pintura,2,0,2
02/2021,Com. Var. de Ferragens e Ferramentas,1,1,0
02/2021,Com. Var. de Mat. de Const. não Especif. Ant.,1,1,0
02/2021,Com. Var. de Art. do Vestuário e Acessórios,1,0,1
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,1,0,1
02/2021,Com. Var. de Livros,0,1,-1
02/2021,Com. Var. de Outros Produtos não Especif. Ant.,0,1,-1
02/2021,"Serv. de Lavagem, Lubrificação e Polimento de Veíc. Autom.",0,7,-7
